Isolate ID,Species Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source,Accessions Link
1000333,339,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aggregaviridae,,Harrekavirus,,Harrekavirus harreka,E,Olleya phage Harreka_1,Harreka_1,,MT732457,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000334,340,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus 20617,E,Streptococcus phage 20617,,,HG424323,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000335,341,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus ALQ132,E,Streptococcus phage ALQ13.2,,,FJ226752,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000337,342,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus bv858,E,Streptococcus phage 858,,,EF529515,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000336,343,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus bv2972,E,Streptococcus phage 2972,,,AY699705,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000338,344,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus bvO1205,E,Streptococcus phage 01205,,,U88974,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000346,345,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus CHPC640,E,Streptococcus phage CHPC640,,,MH937460,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000347,346,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus CHPC869,E,Streptococcus phage CHPC869,,,MH937464,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000348,347,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus CHPC931,E,Streptococcus phage CHPC931,,,MH937475,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000349,348,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus CHPC951,E,Streptococcus phage CHPC951,,,MH937478,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000350,349,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus CHPC952,E,Streptococcus phage CHPC952,,,MH937479,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000339,350,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus CHPC1042,E,Streptococcus phage CHPC1042,,,MH937494,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000340,351,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus CHPC1109,E,Streptococcus phage CHPC1109,,,MH937505,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000341,352,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus CHPC1152,E,Streptococcus phage CHPC1152,,,MH937507,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000342,353,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus CHPC1230,E,Streptococcus phage CHPC1230,,,MH937509,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000343,354,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus CHPC1246,E,Streptococcus phage CHPC1246,,,MH937510,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000344,355,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus CHPC1247,E,Streptococcus phage CHPC1247,,,MH937511,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000345,356,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus CHPC1248,E,Streptococcus phage CHPC1248,,,MH937457,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000351,357,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus P4761,E,Streptococcus phage P4761,,,KY705258,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000352,358,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus P7571,E,Streptococcus phage P7571,,,KY705268,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000353,359,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus P7951,E,Streptococcus phage P7951,,,KY705277,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000354,360,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus P7952,E,Streptococcus phage P7952,,,KY705278,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000355,361,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus P7953,E,Streptococcus phage P7953,,,KY705279,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000356,362,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus P7954,E,Streptococcus phage P7954,,,KY705280,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000357,363,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus P7955,E,Streptococcus phage P7955,,,KY705281,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000358,364,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus P9853,E,Streptococcus phage P9853,,,KY705286,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000359,365,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus Sfi11,E,Streptococcus phage Sfi11,,,AF158600,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000361,366,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus SW13,E,Streptococcus phage SW13,,,MH892362,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000362,367,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus SW14,E,Streptococcus phage SW14,,,MH892363,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000363,368,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus SW15,E,Streptococcus phage SW15,,,MH892364,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000364,369,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus SW18,E,Streptococcus phage SW18,,,MH892366,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000360,370,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus SW1151,E,Streptococcus phage SW1151,,,MH892376,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000365,371,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus TP778L,E,Streptococcus phage TP-778L,,,HG380752,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000366,372,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus TPJ34,E,Streptococcus phage TP-J34,,,HE861935,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000367,373,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Brussowvirus,,Brussowvirus VS2018a,E,Streptococcus phage VS-2018a,,,CP029253,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000656,374,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus Abc2,E,Streptococcus phage Abc2,,,FJ236310,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000657,375,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus B0,E,Streptococcus phage B0,,,MF580766,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000671,376,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC572,E,Streptococcus phage CHPC572,,,MH937458,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000672,377,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC595,E,Streptococcus phage CHPC595,,,MH937459,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000673,378,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC642,E,Streptococcus phage CHPC642,,,MH937461,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000674,379,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC663,E,Streptococcus phage CHPC663,,,MH937462,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000675,380,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC873,E,Streptococcus phage CHPC873,,,MH937465,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000676,381,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC875,E,Streptococcus phage CHPC875,,,MH937466,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000677,382,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC877,E,Streptococcus phage CHPC877,,,MH937467,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000678,383,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC879,E,Streptococcus phage CHPC879,,,MH937468,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000679,384,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC919,E,Streptococcus phage CHPC919,,,MH937469,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000680,385,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC925,E,Streptococcus phage CHPC925,,,MH937470,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000681,386,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC927,E,Streptococcus phage CHPC927,,,MH937471,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000682,387,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC928,E,Streptococcus phage CHPC928,,,MH937472,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000683,388,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC930,E,Streptococcus phage CHPC930,,,MH937474,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000684,389,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC950,E,Streptococcus phage CHPC950,,,MH937477,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000685,390,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC979,E,Streptococcus phage CHPC979,,,MH937481,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000658,391,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1005,E,Streptococcus phage CHPC1005,,,MH937483,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000659,392,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1027,E,Streptococcus phage CHPC1027,,,MH937486,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000660,393,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1029,E,Streptococcus phage CHPC1029,,,MH937487,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000661,394,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1033,E,Streptococcus phage CHPC1033,,,MH937488,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000662,395,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1036,E,Streptococcus phage CHPC1036,,,MH937490,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000663,396,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1041,E,Streptococcus phage CHPC1041,,,MH937493,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000664,397,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1045,E,Streptococcus phage CHPC1045,,,MH937495,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000665,398,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1046,E,Streptococcus phage CHPC1046,,,MH937496,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000666,399,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1062,E,Streptococcus phage CHPC1062,,,MH937499,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000667,400,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1067,E,Streptococcus phage CHPC1067,,,MH937500,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000668,401,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1091,E,Streptococcus phage CHPC1091,,,MH937504,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000669,402,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1148,E,Streptococcus phage CHPC1148,,,MH937506,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000670,403,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1156,E,Streptococcus phage CHPC1156,,,MH937508,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000686,404,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus D1024,E,Streptococcus phage D1024,,,MH000603,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000687,405,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus D1811,E,Streptococcus phage D1811,,,MH000604,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000688,406,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus D4276,E,Streptococcus phage D4276,,,MF161328,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000689,407,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus DT1,E,Streptococcus phage DT1,,,AF085222,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000690,408,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus L5A1,E,Streptococcus phage L5A1,,,MF580769,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000691,409,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus M19,E,Streptococcus phage M19,,,MF580770,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000692,410,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus MM25,E,Streptococcus phage MM25,,,MF580771,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000694,411,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus mv53,E,Streptococcus phage 53,,,KT717084,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000696,412,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus mv73,E,Streptococcus phage 73,,,KT717083,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000693,413,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus mv128,E,Streptococcus phage 128,,,KT717085,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000695,414,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus mv7201,E,Streptococcus phage 7201,,,AF145054,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000697,415,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus mv7A5,E,Streptococcus phage 7A5,,,MF580759,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000698,416,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P0091,E,Streptococcus phage P0091,,,KY705251,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000699,417,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P3681,E,Streptococcus phage P3681,,,KY705256,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000700,418,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P3684,E,Streptococcus phage P3684,,,KY705257,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000701,419,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P5641,E,Streptococcus phage P5641,,,KY705259,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000702,420,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P5651,E,Streptococcus phage P5651,,,KY705260,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000703,421,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7132,E,Streptococcus phage P7132,,,KY705262,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000704,422,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7133,E,Streptococcus phage P7133,,,KY705263,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000705,423,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7134,E,Streptococcus phage P7134,,,KY705264,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000706,424,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7151,E,Streptococcus phage P7151,,,KY705265,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000707,425,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7152,E,Streptococcus phage P7152,,,KY705266,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000708,426,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7154,E,Streptococcus phage P7154,,,KY705267,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000709,427,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7573,E,Streptococcus phage P7573,,,KY705270,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000710,428,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7574,E,Streptococcus phage P7574,,,KY705271,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000711,429,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7601,E,Streptococcus phage P7601,,,KY705272,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000712,430,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7602,E,Streptococcus phage P7602,,,KY705273,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000713,431,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7631,E,Streptococcus phage P7631,,,KY705274,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000714,432,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7632,E,Streptococcus phage P7632,,,KY705275,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000715,433,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7633,E,Streptococcus phage P7633,,,KY705276,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000716,434,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P9851,E,Streptococcus phage P9851,,,KY705284,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000717,435,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P9854,E,Streptococcus phage P9854,,,KY705287,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000718,436,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P9901,E,Streptococcus phage P9901,,,KY705288,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000719,437,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P9902,E,Streptococcus phage P9902,,,KY705289,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000720,438,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P9903,E,Streptococcus phage P9903,,,KY705290,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000721,439,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus Sfi19,E,Streptococcus phage Sfi19,,,AF115102,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000722,440,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus Sfi21,E,Streptococcus phage Sfi21,,,AF115103,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000723,441,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus STP1,E,Streptococcus phage STP1,,,MF580773,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000724,442,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SW1,E,Streptococcus phage SW1,,,MH892352,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000727,443,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SW2,E,Streptococcus phage SW2,,,MH892353,Complete genome,dsDNA,bacteria,NCBI Nucleotide
1000728,444,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SW3,E,Streptococcus phage SW3,,,MH892354,Complete genome,dsDNA,bacteria,NCBI Nucleotide
