Query_ID,Query,Reference_ID,Reference,Ref_Genus,Ref_Species,Distance,Assignment,Ref_Family,Class
Query_102,ICTVTaxoChallenge_794263,1464307829,1464307829,Cyclovirus,Human associated cyclovirus 3,0.4304,Same Genus,Circoviridae,
Query_103,ICTVTaxoChallenge_79711,1464307811,1464307811,Cyclovirus,Chimpanzee associated cyclovirus 1,0.3927,Same Genus,Circoviridae,
Query_104,ICTVTaxoChallenge_804748,161784162,161784162,Circovirus,Porcine circovirus 2,0.3479,Same Genus,Circoviridae,
Query_106,ICTVTaxoChallenge_820077,1464307826,1464307826,Cyclovirus,Human associated cyclovirus 1,0.4564,Same Genus,Circoviridae,
Query_107,ICTVTaxoChallenge_822763,1464307823,1464307823,Cyclovirus,Horse associated cyclovirus 1,0.3887,Same Genus,Circoviridae,
Query_108,ICTVTaxoChallenge_826965,1241824457,1241824457,Circovirus,Bat circovirus,0.4325,Same Genus,Circoviridae,
Query_109,ICTVTaxoChallenge_83399,1464307749,1464307749,Circovirus,Bat associated circovirus 8,0.333,Same Genus,Circoviridae,
Query_110,ICTVTaxoChallenge_85071,1464307743,1464307743,Circovirus,Bat associated circovirus 5,0.4181,Same Genus,Circoviridae,
Query_111,ICTVTaxoChallenge_851165,194239465,194239465,Circovirus,Beak and feather disease virus,0.3738,Same Genus,Circoviridae,
Query_112,ICTVTaxoChallenge_856428,1242014798,1242014798,Circovirus,Porcine circovirus 2,0.4767,Same Genus,Circoviridae,
Query_113,ICTVTaxoChallenge_859997,584595296,584595296,Cyclovirus,Human associated cyclovirus 10,0.4182,Same Genus,Circoviridae,
Query_114,ICTVTaxoChallenge_861211,1464307826,1464307826,Cyclovirus,Human associated cyclovirus 1,0.4127,Same Genus,Circoviridae,
Query_115,ICTVTaxoChallenge_865907,1571844088,1571844088,Circovirus,Civet circovirus,0.3888,Same Genus,Circoviridae,
Query_116,ICTVTaxoChallenge_872003,1248342229,1248342229,Circovirus,Porcine circovirus-like virus P1,0.3764,Same Genus,Circoviridae,
Query_117,ICTVTaxoChallenge_884761,12280941,12280941,Circovirus,Porcine circovirus 1,0.3224,Same Genus,Circoviridae,
Query_118,ICTVTaxoChallenge_888818,318069476,318069476,Cyclovirus,Goat associated cyclovirus 1,0.3938,Same Genus,Circoviridae,
Query_119,ICTVTaxoChallenge_889972,9635461,9635461,Circovirus,Pigeon circovirus,0.2574,Same Genus,Circoviridae,
Query_120,ICTVTaxoChallenge_91121,480306437,480306437,Cyclovirus,Dragonfly associated cyclovirus 4,0.4349,Same Genus,Circoviridae,
Query_121,ICTVTaxoChallenge_951366,116630443,116630443,Circovirus,Finch circovirus,0.318,Same Genus,Circoviridae,
Query_122,ICTVTaxoChallenge_956966,448245214,448245214,Cyclovirus,Cockroach associated cyclovirus 1,0.4293,Same Genus,Circoviridae,
Query_123,ICTVTaxoChallenge_967289,476006921,476006921,Circovirus,Canine circovirus,0.3083,Same Genus,Circoviridae,
Query_124,ICTVTaxoChallenge_971815,498907917,498907917,Circovirus,Bat associated circovirus 2,0.388,Same Genus,Circoviridae,
Query_125,ICTVTaxoChallenge_979073,1464307838,1464307838,Cyclovirus,Human associated cyclovirus 6,0.397,Same Genus,Circoviridae,
Query_126,ICTVTaxoChallenge_98191,727361115,727361115,Cyclovirus,Bat associated cyclovirus 10,0.4479,Same Genus,Circoviridae,
Query_128,ICTVTaxoChallenge_998416,1464307745,1464307745,Circovirus,Bat associated circovirus 6,0.3354,Same Genus,Circoviridae,
Query_1,ICTVTaxoChallenge_175917,1694996579,1694996579,Alphaendornavirus,Basella alba alphaendornavirus 1,0.5776,Same Genus,Endornaviridae,
Query_2,ICTVTaxoChallenge_234583,555928257,555928257,Alphaendornavirus,Rhizoctonia cerealis alphaendornavirus 1,0.6164,Same Genus,Endornaviridae,
Query_3,ICTVTaxoChallenge_236946,1068359341,1068359341,Betaendornavirus,Rosellinia necatrix betaendornavirus 1,0.4362,Same Genus,Endornaviridae,
Query_6,ICTVTaxoChallenge_383811,1098945496,1098945496,Betaendornavirus,Botrytis cinerea betaendornavirus 1,0.4458,Same Genus,Endornaviridae,
Query_10,ICTVTaxoChallenge_574251,262216749,262216749,Alphaendornavirus,Helicobasidium mompa alphaendornavirus 1,0.5164,Same Genus,Endornaviridae,
Query_11,ICTVTaxoChallenge_648654,607064641,607064641,Betaendornavirus,Sclerotinia sclerotiorum betaendornavirus 1,0.4949,Same Genus,Endornaviridae,
Query_12,ICTVTaxoChallenge_672877,555928257,555928257,Alphaendornavirus,Rhizoctonia cerealis alphaendornavirus 1,0.4327,Same Genus,Endornaviridae,
Query_16,ICTVTaxoChallenge_74026,607064641,607064641,Betaendornavirus,Sclerotinia sclerotiorum betaendornavirus 1,0.5185,Same Genus,Endornaviridae,
Query_17,ICTVTaxoChallenge_810470,262216749,262216749,Alphaendornavirus,Helicobasidium mompa alphaendornavirus 1,0.5022,Same Genus,Endornaviridae,
Query_19,ICTVTaxoChallenge_87701,1068359341,1068359341,Betaendornavirus,Rosellinia necatrix betaendornavirus 1,0.571,Same Genus,Endornaviridae,
Query_21,ICTVTaxoChallenge_89135,1098945496,1098945496,Betaendornavirus,Botrytis cinerea betaendornavirus 1,0.5014,Same Genus,Endornaviridae,
Query_23,ICTVTaxoChallenge_905259,1571847412,1571847412,Alphaendornavirus,Helianthus annuus alphaendornavirus,0.8608,Same Genus,Endornaviridae,
Query_25,ICTVTaxoChallenge_986687,1694996579,1694996579,Alphaendornavirus,Basella alba alphaendornavirus 1,0.5058,Same Genus,Endornaviridae,
Query_32,ICTVTaxoChallenge_83385,971747905,971747905,Alphacoronavirus,Nyctalus velutinus alphacoronavirus SC-2013,0.5195,Same Genus,Coronaviridae,
Query_1,ICTVTaxoChallenge_186886,48843719,48843719,Lymphocystivirus,Lymphocystis disease virus - isolate China,0.5276,Same Genus,Iridoviridae,
Query_2,ICTVTaxoChallenge_230909,9695413,9695413,Lymphocystivirus,Lymphocystis disease virus 1,0.5155,Same Genus,Iridoviridae,
Query_3,ICTVTaxoChallenge_264403,1073690607,1073690607,Ranavirus,Short-finned eel ranavirus,0.6487,Same Genus,Iridoviridae,
Query_4,ICTVTaxoChallenge_308625,1135106666,1135106666,Lymphocystivirus,Lymphocystis disease virus Sa,0.5271,Same Genus,Iridoviridae,
Query_5,ICTVTaxoChallenge_330206,602259401,602259401,Chloriridovirus,Anopheles minimus irodovirus,0.7017,Different Genera,Iridoviridae,
Query_6,ICTVTaxoChallenge_417575,1060285483,1060285483,Ranavirus,Frog virus 3,0.6252,Same Genus,Iridoviridae,
Query_7,ICTVTaxoChallenge_538282,954268182,954268182,Ranavirus,Epizootic haematopoietic necrosis virus,0.328,Same Genus,Iridoviridae,
Query_8,ICTVTaxoChallenge_543797,1060285483,1060285483,Ranavirus,Frog virus 3,0.6207,Same Genus,Iridoviridae,
Query_9,ICTVTaxoChallenge_584062,954268182,954268182,Ranavirus,Epizootic haematopoietic necrosis virus,0.6455,Same Genus,Iridoviridae,
Query_10,ICTVTaxoChallenge_593363,109287878,109287878,Chloriridovirus,Invertebrate iridescent virus 3,0.6156,Same Genus,Iridoviridae,
Query_11,ICTVTaxoChallenge_640816,1464308276,1464308276,Ranavirus,Frog virus 3,0.517,Same Genus,Iridoviridae,
Query_12,ICTVTaxoChallenge_662531,660515655,660515655,Iridovirus,Invertebrate iridescent virus 31,0.6121,Same Genus,Iridoviridae,
Query_13,ICTVTaxoChallenge_676827,56692637,56692637,Ranavirus,Singapore grouper iridovirus,0.4464,Same Genus,Iridoviridae,
Query_14,ICTVTaxoChallenge_708585,589288047,589288047,Chloriridovirus,Invertebrate iridescent virus 22,0.3019,Same Genus,Iridoviridae,
Query_15,ICTVTaxoChallenge_710169,49237297,49237297,Ranavirus,Frog virus 3,0.536,Same Genus,Iridoviridae,
Query_16,ICTVTaxoChallenge_736187,1464308276,1464308276,Ranavirus,Frog virus 3,0.5914,Same Genus,Iridoviridae,
Query_17,ICTVTaxoChallenge_762114,589288047,589288047,Chloriridovirus,Invertebrate iridescent virus 22,0.6301,Same Genus,Iridoviridae,
Query_18,ICTVTaxoChallenge_762965,388260063,388260063,Ranavirus,Epizootic haematopoietic necrosis virus,0.2326,Same Genus,Iridoviridae,
Query_19,ICTVTaxoChallenge_783876,589287869,589287869,Chloriridovirus,Invertebrate iridovirus 25,0.2697,Same Genus,Iridoviridae,
Query_20,ICTVTaxoChallenge_877473,388260063,388260063,Ranavirus,Epizootic haematopoietic necrosis virus,0.2294,Same Genus,Iridoviridae,
Query_21,ICTVTaxoChallenge_952687,15078713,15078713,Iridovirus,Invertebrate iridescent virus 6,0.5673,Same Genus,Iridoviridae,
Query_22,ICTVTaxoChallenge_980375,1073690607,1073690607,Ranavirus,Short-finned eel ranavirus,0.56,Same Genus,Iridoviridae,
Query_23,ICTVTaxoChallenge_981835,109287878,109287878,Chloriridovirus,Invertebrate iridescent virus 3,0.5194,Same Genus,Iridoviridae,
Query_1,ICTVTaxoChallenge_208012,1024266279,1024266279,Mimiviru,Megavirus chiliensis,0.7293,Same Genus,Mimiviridae,
Query_2,ICTVTaxoChallenge_270965,425700872,425700872,Mimiviru,Megavirus chiliensis,0.7579,Same Genus,Mimiviridae,
Query_3,ICTVTaxoChallenge_350253,574609279,574609279,Mimivirus,Megavirus chiliensis,0.4512,Same Genus,Mimiviridae,
Query_5,ICTVTaxoChallenge_596154,444236153,444236153,Mimivirus,Megavirus chiliensis,0.5664,Same Genus,Mimiviridae,
Query_7,ICTVTaxoChallenge_826710,823718125,823718125,Mimivirus,Acanthamoeba polyphaga mimivirus,0.3739,Same Genus,Mimiviridae,
Query_8,ICTVTaxoChallenge_881981,1024266279,1024266279,Mimivirus,Megavirus chiliensis,0.6095,Same Genus,Mimiviridae,
Query_9,ICTVTaxoChallenge_938675,823718125,823718125,Mimivirus,Acanthamoeba polyphaga mimivirus,0.5745,Same Genus,Mimiviridae,
Query_3,ICTVTaxoChallenge_215028,1834305686,1834305686,Flavivirus,West Nile virus,0.4759,Same Genus,Flaviviridae,
Query_6,ICTVTaxoChallenge_238787,1771384474,1771384474,Pestivirus,Pestivirus A,0.5295,Same Genus,Flaviviridae,
Query_13,ICTVTaxoChallenge_348065,1700449211,1700449211,Flavivirus,Tick-borne encephalitis virus,0.511,Same Genus,Flaviviridae,
Query_16,ICTVTaxoChallenge_363669,1072301562,1072301562,Flavivirus,Tick-borne encephalitis virus,0.4904,Same Genus,Flaviviridae,
Query_17,ICTVTaxoChallenge_373895,1771384474,1771384474,Pestivirus,Pestivirus A,0.463,Same Genus,Flaviviridae,
Query_27,ICTVTaxoChallenge_47932,1464307894,1464307894,Pegivirus,Pegivirus D,0.4395,Same Genus,Flaviviridae,
Query_30,ICTVTaxoChallenge_494858,723633146,723633146,Hepacivirus,Hepacivirus G,0.336,Same Species,Flaviviridae,
Query_34,ICTVTaxoChallenge_509900,1217102358,1217102358,Pestivirus,Linda virus,0.4756,Same Genus,Flaviviridae,
Query_35,ICTVTaxoChallenge_546358,1771384474,1771384474,Pestivirus,Pestivirus A,0.4081,Same Genus,Flaviviridae,
Query_46,ICTVTaxoChallenge_67066,9633622,9633622,Flavivirus,Murray Valley encephalitis virus,0.4796,Same Genus,Flaviviridae,
Query_52,ICTVTaxoChallenge_799125,507144145,507144145,Pestivirus,Pestivirus A,0.4712,Same Genus,Flaviviridae,
Query_60,ICTVTaxoChallenge_881989,226377837,226377837,Flavivirus,Bagaza virus,0.465,Same Genus,Flaviviridae,
Query_64,ICTVTaxoChallenge_914534,9629456,9629456,Flavivirus,Louping ill virus,0.473,Same Genus,Flaviviridae,
Query_1,ICTVTaxoChallenge_182938,9635147,9635147,Cytorhabdovirus,Northern cereal mosaic cytorhabdovirus,0.2594,Same Genus,Rhabdoviridae,
Query_2,ICTVTaxoChallenge_203324,1952060143,1952060143,Dichorhavirus,Citrus leprosis N dichorhavirus,0.3863,Same Genus,Rhabdoviridae,
Query_3,ICTVTaxoChallenge_211602,664651929,664651929,Vesiculovirus,New Jersey vesiculovirus,0.1782,Same Genus,Rhabdoviridae,
Query_4,ICTVTaxoChallenge_211877,149944278,149944278,Dichorhavirus,Orchid fleck dichorhavirus,0.1645,Same Genus,Rhabdoviridae,
Query_5,ICTVTaxoChallenge_215191,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2477,Same Genus,Rhabdoviridae,
Query_6,ICTVTaxoChallenge_216665,552558699,552558699,Perhabdovirus,Anguillid perhabdovirus,0.1631,Same Genus,Rhabdoviridae,
Query_7,ICTVTaxoChallenge_218578,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.3196,Same Genus,Rhabdoviridae,
Query_8,ICTVTaxoChallenge_259955,1695000955,1695000955,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.4085,Same Genus,Rhabdoviridae,
Query_11,ICTVTaxoChallenge_240197,50234098,50234098,Nucleorhabdovirus,Maize fine streak nucleorhabdovirus,0.1571,Same Genus,Rhabdoviridae,
Query_13,ICTVTaxoChallenge_252702,406608984,406608984,Lyssavirus,Ikoma lyssavirus,0.2176,Same Genus,Rhabdoviridae,
Query_14,ICTVTaxoChallenge_284330,1695000955,1695000955,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.3746,Same Genus,Rhabdoviridae,
Query_16,ICTVTaxoChallenge_284330,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.353,Same Genus,Rhabdoviridae,
Query_17,ICTVTaxoChallenge_285953,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.3833,Same Genus,Rhabdoviridae,
Query_18,ICTVTaxoChallenge_287931,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.1875,Same Genus,Rhabdoviridae,
Query_19,ICTVTaxoChallenge_288142,148724425,148724425,Lyssavirus,European bat 1 lyssavirus,0.2393,Same Genus,Rhabdoviridae,
Query_21,ICTVTaxoChallenge_29334,148724425,148724425,Dichorhavirus,Orchid fleck dichorhavirus,0.2112,Same Genus,Rhabdoviridae,
Query_22,ICTVTaxoChallenge_298513,148724425,148724425,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2217,Same Genus,Rhabdoviridae,
Query_23,ICTVTaxoChallenge_29853,1695000955,1695000955,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.279,Same Genus,Rhabdoviridae,
Query_24,ICTVTaxoChallenge_300472,701219332,701219332,Ephemerovirus,Kimberley ephemerovirus,0.439,Same Genus,Rhabdoviridae,
Query_25,ICTVTaxoChallenge_303433,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.4401,Same Genus,Rhabdoviridae,
Query_26,ICTVTaxoChallenge_306463,66508427,66508427,Tupavirus,Tupaia tupavirus,0.3604,Same Genus,Rhabdoviridae,
Query_27,ICTVTaxoChallenge_318847,1464315390,1464315390,Almendravirus,Balsa almendravirus,0.1285,Same Genus,Rhabdoviridae,
Query_29,ICTVTaxoChallenge_321738,9635147,9635147,Cytorhabdovirus,Northern cereal mosaic cytorhabdovirus,0.3884,Same Genus,Rhabdoviridae,
Query_30,ICTVTaxoChallenge_326849,1464306717,1464306717,Sigmavirus,Drosophila melanogaster sigmavirus,0.1824,Same Genus,Rhabdoviridae,
Query_31,ICTVTaxoChallenge_331978,700074539,700074539,Sawgrhavirus,Island sawgrhavirus,0.2046,Same Genus,Rhabdoviridae,
Query_32,ICTVTaxoChallenge_358981,761546856,761546856,Lyssavirus,European bat 2 lyssavirus,0.2904,Same Genus,Rhabdoviridae,
Query_33,ICTVTaxoChallenge_364696,1695000955,1695000955,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.3579,Same Genus,Rhabdoviridae,
Query_34,ICTVTaxoChallenge_367711,1952060151,1952060151,Dichorhavirus,Citrus leprosis N dichorhavirus,0.3145,Same Genus,Rhabdoviridae,
Query_35,ICTVTaxoChallenge_372412,1207104328,1207104328,Ohlsrhavirus,Culex ohlsrhavirus,0.2625,Same Genus,Rhabdoviridae,
Query_36,ICTVTaxoChallenge_373531,1003337156,1003337156,Nucleorhabdovirus,Eggplant mottled dwarf nucleorhabdovirus,0.2868,Same Genus,Rhabdoviridae,
Query_37,ICTVTaxoChallenge_406624,1824126278,1824126278,Perhabdovirus,Egli virus,0.2055,Same Genus,Rhabdoviridae,
Query_38,ICTVTaxoChallenge_40993,1245682276,1245682276,Almendravirus,Coot Bay almendravirus,0.1362,Same Genus,Rhabdoviridae,
Query_39,ICTVTaxoChallenge_411416,1952060143,1952060143,Cytorhabdovirus,Persimmon cytorhabdovirus,0.4135,Same Genus,Rhabdoviridae,
Query_40,ICTVTaxoChallenge_415924,1192699392,1192699392,Cytorhabdovirus,Colocasia bobone disease-associated cytorhabdovirus,0.3653,Same Genus,Rhabdoviridae,
Query_41,ICTVTaxoChallenge_423379,946699748,946699748,Cytorhabdovirus,Barley yellow striate mosaic cytorhabdovirus,0.3266,Same Genus,Rhabdoviridae,
Query_42,ICTVTaxoChallenge_426417,701219297,701219297,Sripuvirus,Almpiwar sripuvirus,0.1435,Same Genus,Rhabdoviridae,
Query_43,ICTVTaxoChallenge_427383,1464251981,1464251981,Ohlsrhavirus,Culex ohlsrhavirus,0.4473,Same Genus,Rhabdoviridae,
Query_44,ICTVTaxoChallenge_427509,855582599,855582599,Lyssavirus,Rabies lyssavirus,0.3287,Same Genus,Rhabdoviridae,
Query_45,ICTVTaxoChallenge_442155,701219312,701219312,Almendravirus,Arboretum almendravirus,0.1892,Same Genus,Rhabdoviridae,
Query_46,ICTVTaxoChallenge_443471,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2911,Same Genus,Rhabdoviridae,
Query_47,ICTVTaxoChallenge_444812,50234106,50234106,Nucleorhabdovirus,Maize mosaic nucleorhabdovirus,0.2163,Same Genus,Rhabdoviridae,
Query_49,ICTVTaxoChallenge_452291,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2687,Same Genus,Rhabdoviridae,
Query_50,ICTVTaxoChallenge_456122,701219358,701219358,Sripuvirus,Almpiwar sripuvirus,0.1304,Same Genus,Rhabdoviridae,
Query_51,ICTVTaxoChallenge_458892,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2864,Same Genus,Rhabdoviridae,
Query_53,ICTVTaxoChallenge_473557,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.3548,Same Genus,Rhabdoviridae,
Query_55,ICTVTaxoChallenge_475248,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2247,Same Genus,Rhabdoviridae,
Query_56,ICTVTaxoChallenge_486816,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.1875,Same Genus,Rhabdoviridae,
Query_57,ICTVTaxoChallenge_489570,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.4137,Same Genus,Rhabdoviridae,
Query_59,ICTVTaxoChallenge_498699,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2245,Same Genus,Rhabdoviridae,
Query_60,ICTVTaxoChallenge_499674,1571847253,1571847253,Cytorhabdovirus,Rice stripe mosaic cytorhabdovirus,0.1414,Same Genus,Rhabdoviridae,
Query_62,ICTVTaxoChallenge_505526,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2235,Same Genus,Rhabdoviridae,
Query_63,ICTVTaxoChallenge_506800,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2343,Same Genus,Rhabdoviridae,
Query_65,ICTVTaxoChallenge_509755,1695000955,1695000955,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.3501,Same Genus,Rhabdoviridae,
Query_66,ICTVTaxoChallenge_517957,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2066,Same Genus,Rhabdoviridae,
Query_68,ICTVTaxoChallenge_525153,701219332,701219332,Ephemerovirus,Kimberley ephemerovirus,0.2033,Same Genus,Rhabdoviridae,
Query_69,ICTVTaxoChallenge_529270,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.3339,Same Genus,Rhabdoviridae,
Query_71,ICTVTaxoChallenge_548888,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.217,Same Genus,Rhabdoviridae,
Query_72,ICTVTaxoChallenge_553812,212498331,212498331,Cytorhabdovirus,Lettuce yellow mottle cytorhabdovirus,0.3167,Same Genus,Rhabdoviridae,
Query_74,ICTVTaxoChallenge_574481,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2652,Same Genus,Rhabdoviridae,
Query_75,ICTVTaxoChallenge_575695,1695000955,1695000955,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.3738,Same Genus,Rhabdoviridae,
Query_76,ICTVTaxoChallenge_575706,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2257,Same Genus,Rhabdoviridae,
Query_77,ICTVTaxoChallenge_581573,557307918,557307918,Vesiculovirus,American bat vesiculovirus,0.4309,Same Genus,Rhabdoviridae,
Query_78,ICTVTaxoChallenge_587004,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2908,Same Genus,Rhabdoviridae,
Query_80,ICTVTaxoChallenge_587728,1695000955,1695000955,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.2935,Same Genus,Rhabdoviridae,
Query_81,ICTVTaxoChallenge_591457,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.1985,Same Genus,Rhabdoviridae,
Query_82,ICTVTaxoChallenge_593185,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2683,Same Genus,Rhabdoviridae,
Query_83,ICTVTaxoChallenge_600653,212675447,212675447,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.2257,Same Genus,Rhabdoviridae,
Query_84,ICTVTaxoChallenge_604550,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.3571,Same Genus,Rhabdoviridae,
Query_85,ICTVTaxoChallenge_606832,212675447,212675447,Novirhabdovirus,Snakehead novirhabdovirus,0.2714,Same Genus,Rhabdoviridae,
Query_86,ICTVTaxoChallenge_613395,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.298,Same Genus,Rhabdoviridae,
Query_87,ICTVTaxoChallenge_617119,212498331,212498331,Cytorhabdovirus,Lettuce yellow mottle cytorhabdovirus,0.441,Same Genus,Rhabdoviridae,
Query_88,ICTVTaxoChallenge_618288,66508427,66508427,Tupavirus,Tupaia tupavirus,0.3734,Same Genus,Rhabdoviridae,
Query_89,ICTVTaxoChallenge_618415,354459081,354459081,Nucleorhabdovirus,Potato yellow dwarf nucleorhabdovirus,0.3094,Same Genus,Rhabdoviridae,
Query_90,ICTVTaxoChallenge_61941,1952060143,1952060143,Dichorhavirus,Citrus leprosis N dichorhavirus,0.2701,Same Genus,Rhabdoviridae,
Query_91,ICTVTaxoChallenge_620375,1952060143,1952060143,Dichorhavirus,Citrus leprosis N dichorhavirus,0.1699,Same Genus,Rhabdoviridae,
Query_94,ICTVTaxoChallenge_636970,701219319,701219319,Vesiculovirus,Perinet vesiculovirus,0.213,Same Genus,Rhabdoviridae,
Query_95,ICTVTaxoChallenge_648428,1952060143,1952060143,Dichorhavirus,Citrus leprosis N dichorhavirus,0.3057,Same Genus,Rhabdoviridae,
Query_96,ICTVTaxoChallenge_651447,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.3081,Same Genus,Rhabdoviridae,
Query_98,ICTVTaxoChallenge_654164,701219253,701219253,Lyssavirus,Khujand lyssavirus,0.2826,Same Genus,Rhabdoviridae,
Query_99,ICTVTaxoChallenge_661910,1952060143,1952060143,Dichorhavirus,Citrus leprosis N dichorhavirus,0.3227,Same Genus,Rhabdoviridae,
Query_101,ICTVTaxoChallenge_669643,1780387531,1780387531,Novirhabdovirus,Piscine novirhabdovirus,0.3505,Same Genus,Rhabdoviridae,
Query_103,ICTVTaxoChallenge_689106,1695000955,1695000955,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.344,Same Genus,Rhabdoviridae,
Query_104,ICTVTaxoChallenge_691308,1695000967,1695000967,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.2298,Same Genus,Rhabdoviridae,
Query_105,ICTVTaxoChallenge_695349,1695000955,1695000955,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.1988,Same Genus,Rhabdoviridae,
Query_106,ICTVTaxoChallenge_696385,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2845,Same Genus,Rhabdoviridae,
Query_108,ICTVTaxoChallenge_70609,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.213,Same Genus,Rhabdoviridae,
Query_110,ICTVTaxoChallenge_708326,471236999,471236999,Lyssavirus,Lagos bat lyssavirus,0.2065,Same Genus,Rhabdoviridae,
Query_111,ICTVTaxoChallenge_715716,471236977,471236977,Tibrovirus,Tibrogargan tibrovirus,0.1843,Same Genus,Rhabdoviridae,
Query_113,ICTVTaxoChallenge_718695,701219342,701219342,Tibrovirus,Coastal Plains tibrovirus,0.4199,Same Genus,Rhabdoviridae,
Query_115,ICTVTaxoChallenge_736257,697403851,697403851,Lyssavirus,Bokeloh bat lyssavirus,0.2719,Same Genus,Rhabdoviridae,
Query_116,ICTVTaxoChallenge_73677,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.3583,Same Genus,Rhabdoviridae,
Query_117,ICTVTaxoChallenge_739397,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2282,Same Genus,Rhabdoviridae,
Query_118,ICTVTaxoChallenge_741418,1952060143,1952060143,Dichorhavirus,Citrus leprosis N dichorhavirus,0.2194,Same Genus,Rhabdoviridae,
Query_119,ICTVTaxoChallenge_745359,1695000955,1695000955,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.3385,Same Genus,Rhabdoviridae,
Query_120,ICTVTaxoChallenge_750122,1695000955,1695000955,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.3293,Same Genus,Rhabdoviridae,
Query_121,ICTVTaxoChallenge_7512,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.3551,Same Genus,Rhabdoviridae,
Query_125,ICTVTaxoChallenge_759157,523587720,523587720,Cytorhabdovirus,Persimmon cytorhabdovirus,0.334,Same Genus,Rhabdoviridae,
Query_126,ICTVTaxoChallenge_761287,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.3185,Same Genus,Rhabdoviridae,
Query_129,ICTVTaxoChallenge_782017,1952060143,1952060143,Dichorhavirus,Citrus leprosis N dichorhavirus,0.3511,Same Genus,Rhabdoviridae,
Query_130,ICTVTaxoChallenge_786353,1464310843,1464310843,Tibrovirus,Beatrice Hill tibrovirus,0.1544,Same Genus,Rhabdoviridae,
Query_131,ICTVTaxoChallenge_787810,751997167,751997167,Tibrovirus,Tibrogargan tibrovirus,0.156,Same Genus,Rhabdoviridae,
Query_132,ICTVTaxoChallenge_807382,1952060143,1952060143,Dichorhavirus,Citrus leprosis N dichorhavirus,0.3919,Same Genus,Rhabdoviridae,
Query_134,ICTVTaxoChallenge_82247,9632550,9632550,Novirhabdovirus,Piscine novirhabdovirus,0.1575,Same Genus,Rhabdoviridae,
Query_136,ICTVTaxoChallenge_828945,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.3481,Same Genus,Rhabdoviridae,
Query_137,ICTVTaxoChallenge_842020,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.2994,Same Genus,Rhabdoviridae,
